0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17		Somme
0,05882353	0	0,1	0,1	0,1428571	0,125	0,1428571	0,125	0,1111111	0,1666667	0,1	0,1	0,2	0,1	0,125	0,1	0,1111111	0,1428571		2,05128373
0	0,2	0,125	0,09090909	0,1	0,125	0,1	0,1111111	0,1111111	0,1428571	0,1428571	0,1	0,05882353	0,09090909	0,125	0,125	0,1	0,125		1,97357811
0,1428571	0,05882353	0,09090909	0,1666667	0,125	0,2	0,1428571	0,08333334	0,1428571	0,1428571	0,09090909	0,08333334	0	0,1111111	0,125	0,1111111	0,09090909	0,1		2,00853478
0,125	0	0,09090909	0,125	0,1111111	0,05882353	0,1	0,125	0,1	0,09090909	0,1111111	0,1	0,1111111	0,1111111	0,1	0,1111111	0,125	0,1111111		1,80730831
0,05882353	0,1428571	0,1111111	0,1	0,08333334	0	0,1428571	0,125	0,08333334	0,1666667	0,1	0,08333334	0,125	0,125	0,1428571	0,1	0,08333334	0,1111111		1,88461709
0	0,1666667	0,1	0,125	0,125	0,1111111	0,1666667	0,09090909	0,125	0,05882353	0,1111111	0,08333334	0,1	0,1428571	0,1	0,09090909	0,1111111	0,1		1,90849885
0,1428571	0,05882353	0,09090909	0,1666667	0,2	0,1666667	0,1666667	0,08333334	0,1666667	0	0,09090909	0,07692308	0,1428571	0,1	0,125	0,1428571	0,1111111	0,09090909		2,12315642
0,1111111	0	0,1111111	0,125	0,05882353	0,1	0,125	0,1	0,09090909	0,1	0,1	0,1111111	0,1	0,09090909	0,1	0,1111111	0,125	0,125		1,78508611
0,1	0,1111111	0,125	0,09090909	0	0,1	0,07692308	0,1666667	0,1	0,1111111	0,1428571	0,1111111	0,08333334	0,125	0,09090909	0,1111111	0,1111111	0,05882353		1,81597743
0,1428571	0,09090909	0,25	0,07692308	0,1666667	0,1	0,1111111	0,05882353	0,07692308	0,1111111	0,1	0,1	0,1	0,09090909	0,1111111	0,09090909	0,1111111	0		1,88936516
0,1428571	0,125	0,05882353	0,125	0,1428571	0,1111111	0,1428571	0	0,08333334	0,125	0,1111111	0,1	0,09090909	0,1	0,1111111	0,09090909	0,125	0,125		1,91087965
0,05882353	0,1428571	0	0,25	0,1	0,125	0,09090909	0,125	0,08333334	0,125	0,1111111	0,09090909	0,1111111	0,09090909	0,2	0,1111111	0,1	0,07692308		1,99299762
0	0,1666667	0,1111111	0,05882353	0,08333334	0,125	0,08333334	0,1	0,1111111	0,125	0,125	0,1428571	0,1	0,08333334	0,1428571	0,08333334	0,09090909	0,08333334		1,81600242
0,125	0,05882353	0,1111111	0	0,125	0,1428571	0,08333334	0,1111111	0,1428571	0,09090909	0,125	0,1111111	0,09090909	0,1111111	0,1	0,1	0,1666667	0,1111111		1,90691145
0,07692308	0	0,1111111	0,1	0,2	0,1428571	0,1111111	0,1111111	0,125	0,07692308	0,09090909	0,1	0,09090909	0,1666667	0,07142857	0,1	0,05882353	0,1111111		1,84488464
0,07692308	0,1111111	0,1	0,1	0,05882353	0,1111111	0,1111111	0,09090909	0,125	0,07692308	0,08333334	0,1	0,07142857	0,25	0,1111111	0,1428571	0	0,1111111		1,83175329
0,07692308	0,09090909	0,07692308	0,07142857	0	0,08333334	0,1666667	0,1	0,09090909	0,07692308	0,1111111	0,1111111	0,07692308	0,05882353	0,09090909	0,25	0,2	0,1428571		1,87575103
