0;0;1;2;3;4;5;6;7;8;1;0;1;2;3;4;5;6;7;8;2;0;1;2;3;4;5;6;7;8
1,382604;0,1176471;0,1538462;1,111111;;;;;;;1,521825;;;;0,125;1,111111;0,2857143;;;;1,626263;;;;;;;0,1818182;0,3333333;1,111111
1,169231;0;0,4;0,7692308;;;;;;;1,284382;;;;0,3333333;0,7692308;0,1818182;;;;1,089744;;;;;;;0,1666667;0,1538462;0,7692308
0,7215686;;0,1333333;0,5882353;;;;;;;0,8882353;;;;0,1666667;0,5882353;0,1333333;;;;1,171569;;;;;;;0,3333333;0,25;0,5882353
0,7261905;;0,25;0,4761905;;;;;;;1,142857;;;;0,3333333;0,4761905;0,3333333;;;;0,7678572;;;;;;;0,1666667;0,125;0,4761905
0,6;;0,2;0,4;;;;;;;0,6916667;;;;0,1666667;0,4;0,125;;;;0,8666667;;;;;;;0,3333333;0,1333333;0,4
0,5948275;;0,25;0,3448276;;;;;;;0,9114943;;;;0,1666667;0,3448276;0,4;;;;1,178161;;;;;;;0,1666667;0,6666667;0,3448276
0,5030303;;0,2;0,3030303;;;;;;;1,611111;;;;0,5;0;1,111111;;;;1,311111;;;;;;;0,2;1,111111;0
0,5202702;;0,25;0,2702703;;;;;;;1,412088;;;;0,1428571;0,5;0,7692308;;;;1,019231;;;;;;;0,25;0,7692308;0
0,4439024;;0,2;0,2439024;;;;;;;1,205882;;;;0,5;0,1176471;0,5882353;;;;1,073714;0,1678322;;;;;;0,2;0,5882353;0,1176471
0,4722222;;0,25;0,2222222;;;;;;;0,6190476;;;;0,1428571;0;0,4761905;;;;0,9044733;0,2060606;;;;;;0,2222222;0,4761905;0
1,111111;;1,111111;0;;;;;;;1,017647;;;;0,5;0,1176471;0,4;;;;0,9811391;0,2412698;;;;;;0,2222222;0,4;0,1176471
1,102564;;0,7692308;0,3333333;;;;;;;1,611111;;;;1,111111;0,5;0;;;;0,8711911;0,1430303;;;;;;0,1333333;0,3448276;0,25
0,7549019;;0,5882353;0,1666667;;;;;;;1,569231;;;;0,7692308;0,1333333;0,6666667;;;;1,371162;0,6285715;;;;;;0,2857143;0,3030303;0,1538462
0,8095238;;0,4761905;0,3333333;;;;;;;0,9437908;;;;0,5882353;0,2222222;0,1333333;;;;1,578644;1,111111;;;;;;0,1818182;0;0,2857143
0,5176471;;0,4;0,1176471;;;;;;;1,365079;;;;0,4761905;0,2222222;0,6666667;;;;1,227239;0,7692308;;;;;;0,1818182;0,1333333;0,1428571
0,3448276;;0,3448276;0;;;;;;;1,396825;;;;0;0,2857143;1,111111;;;;1,296172;0,5882353;;;;;;0,2857143;0,2222222;0,2
0,4206774;;0,3030303;0,1176471;;;;;;;1,412088;;;;0,5;0,1428571;0,7692308;;;;1,115079;0,4761905;;;;;;0,1666667;0,2222222;0,25
0,936937;;0,2702703;0,6666667;;;;;;;0,8977591;;;;0,1428571;0,1666667;0,5882353;;;;1,022222;0,4;;;;;;0,2;0,2222222;0,2
1,111111;;0;1,111111;;;;;;;1,309524;;;;0,5;0,3333333;0,4761905;;;;0,8637531;0,3448276;;;;;;0,1538462;0,2222222;0,1428571
1,435897;;0,6666667;0,7692308;;;;;;;1,253968;;;;1,111111;0,1428571;0;;;;1,261364;0,3030303;;;;;;0,3333333;0,125;0,5
0,7058823;;0,1176471;0,5882353;;;;;;;1,076049;;;;0,7692308;0,125;0,1818182;;;;1,492929;0;;;;;;0,1818182;0,2;1,111111
0,4761905;;0;0,4761905;;;;;;;0,8739495;;;;0,5882353;0;0,2857143;;;;1,447802;0,1428571;;;;;;0,2857143;0,25;0,7692308
0,5176471;;0,1176471;0,4;;;;;;;0,7188376;;;;0,4761905;0,125;0,1176471;;;;1,388235;0,5;;;;;;0,1333333;0,1666667;0,5882353
0,5948275;;0,25;0,3448276;;;;;;;0,9;;;;0,4;0,25;0,25;;;;0,952381;0,1428571;;;;;;0,3333333;;0,4761905
0,4568765;;0,1538462;0,3030303;;;;;;;0,595808;;;;0,3448276;0,1333333;0,1176471;;;;0,852381;0,2857143;;;;;;0,1666667;;0,4
0,6702703;;0,4;0,2702703;;;;;;;0,969697;;;;0,3030303;0,6666667;0;;;;0,6442928;0,1818182;;;;;;0,1176471;;0,3448276
1,299145;;1,111111;0;;;;;0,1880342;;1,244444;;;;;1,111111;0,1333333;;;;0,5887446;0,2857143;;;;;;0;;0,3030303
1,09812;;0,7692308;0;;;;;0,3288889;;0,8942308;;;;;0,7692308;0,125;;;;0,5697355;0,1818182;;;;;;0,1176471;;0,2702703
0,8875942;;0,5882353;0,125;;;;;0,174359;;0,5882353;;;;;0,5882353;0;;;;0,6724738;0,2857143;;;;;;0,1428571;;0,2439024
0,9944811;;0,4761905;0,1538462;;;;;0,3644444;;0,6011905;;;;;0,4761905;0,125;;;;1,502778;1,111111;;;0,1916667;;;0,2;;0
0,7035409;;0,4;0,1428571;;;;;0,1606838;;0,6857143;;;;;0,4;0,2857143;;;;1,373077;0,7692308;;;0,2;;;0,25;;0,1538462
0,9448276;;0,3448276;0,2;;;;;0,4;;0,4698276;;;;;0,3448276;0,125;;;;1,048235;0,5882353;;;0,1423529;;;0,2;;0,1176471
1,311111;;0;0,2;;;;;1,111111;;0,4458874;;;;;0,3030303;0,1428571;;;;0,8361905;0,4761905;;;0,2266667;;;0,1333333;;0
1,019231;;0;0,25;;;;;0,7692308;;0,6702703;;;;;0,2702703;0,4;;;;0,8893137;0,4;;;0,2466667;;;0,125;;0,1176471
0,9132352;;0,125;0,2;;;;;0,5882353;;1,111111;;;;;0;1,111111;;;;1,01705;0,3448276;;;0,2;;;0,25;;0,2222222
0,6011905;;0;0,125;;;;;0,4761905;;0,951049;;;;;0,1818182;0,7692308;;;;0,8919192;0,3030303;;;0,1666667;;;0,2;;0,2222222
0,525;;0,125;0;;;;;0,4;;0,8739495;;;;;0,2857143;0,5882353;;;;0,9202702;0,2702703;;;0,2;;;0,25;;0,2
0,4624746;;0;0,1176471;;;;;0,3448276;;0,5938376;;;;;0,1176471;0,4761905;;;;0,8757206;0,2439024;;;0,1818182;;;0,2;;0,25
0,4280303;;0,125;0;;;;;0,3030303;;0,4;;;;;0;0,4;;;;1,444445;0;;;0,3333333;;;;;1,111111
0,6379173;;0,25;0,1176471;;;;;0,2702703;;0,4624746;;;;;0,1176471;0,3448276;;;;1,019231;0,125;;;0,125;;;;;0,7692308
1,035569;;0,125;0,6666667;;;;;0,2439024;;0,7030303;;;;;0,4;0,3030303;;;;1,12395;0,25;;;0,2857143;;;;;0,5882353
1,621368;;0,3333333;1,111111;;;;0,1769231;;;1,111111;;;;;1,111111;0;;;;0,8580087;0,2;;;0,1818182;;;;;0,4761905
1,222088;;0,1428571;0,7692308;;;;0,31;;;1,019231;;;;;0,7692308;0,25;;;;0,9357143;0,25;;;0,2857143;;;;;0,4
0,8993891;;0,125;0,5882353;;;;0,1861538;;;0,7215686;;;;;0,5882353;0,1333333;;;;0,6516458;0,125;;;0,1818182;;;;;0,3448276
0,8826008;;0,25;0,4761905;;;;0,1564103;;;1,142857;;;;;0,4761905;0,6666667;;;;0,8201872;0,1666667;;;0,1666667;;;;0,1838235;0,3030303
0,7301471;;0,1176471;0,4;;;;0,2125;;;1,111111;;;;;0;1,111111;;;;1,009318;0,2857143;;;0,3333333;;;;0,12;0,2702703
0,5670498;;0;0,3448276;;;;0,2222222;;;1,435897;;;;;0,6666667;0,7692308;;;;1,593072;0,1666667;;;1,111111;;;;0,3152941;0
0,6206774;;0,1176471;0,3030303;;;;0,2;;;0,7215686;;;;;0,1333333;0,5882353;;;;1,519231;0,25;;;0,7692308;;;;0,3;0,2
0,4131274;;0;0,2702703;;;;0,1428571;;;1,142857;;;;;0,6666667;0,4761905;;;;1,282553;0,2;;;0,5882353;;;;0,3125;0,1818182
0,7439024;;;0,2439024;;;;0,5;;;1,111111;;;;;1,111111;0;;;;1,193723;0,25;;;0,4761905;;;;0,1818182;0,2857143
1,111111;;;0;;;;1,111111;;;1,435897;;;;;0,7692308;0,6666667;;;;1,049351;0,1818182;;;0,4;;;;0,2857143;0,1818182
1,269231;;;0,5;;;;0,7692308;;;0,7215686;;;;;0,5882353;0,1333333;;;;0,9400657;0,1428571;;;0,3448276;;;;0,1666667;0,2857143
0,7310924;;;0,1428571;;;;0,5882353;;;0,6580087;;;;;0,4761905;0,1818182;;;;1,097518;0,1538462;0,2588235;;0,3030303;;;;0,2;0,1818182
0,9761905;;;0,5;;;;0,4761905;;;0,6857143;;;;;0,4;0,2857143;;;;1,386937;0,4;0,2166667;;0,2702703;;;;0,25;0,25
1,111111;;;1,111111;;;;0;;;0,5114942;;;;;0,3448276;0,1666667;;;;1,661111;1,111111;0,2166667;;0;;;;0,1333333;0,2
1,269231;;;0,7692308;;;;0,5;;;0,5252525;;;;;0,3030303;0,2222222;;;;2,052564;0,7692308;0,3;;0,4;;;;0,3333333;0,25
