0;0;1;2;3;4;5;6;7;8;1;0;1;2;3;4;5;6;7;8;2;0;1;2;3;4;5;6;7;8
2,114286;0,4;0,2857143;1,428571;;;;;;;1,828571;;;;0,4;0;1,428571;;;;2,178571;;;;;;;0,25;0,5;1,428571
2,444444;0,3333333;1;1,111111;;;;;;;2,611111;;;;0,5;1;1,111111;;;;1,511111;;;;;;;0;0,4;1,111111
2,575758;0,6666667;1;0,9090909;;;;;;;1,409091;;;;0,5;0;0,9090909;;;;1,575758;;;;;;;0;0,6666667;0,9090909
1,428571;0;1,428571;0;;;;;;;2,169231;;;;0,4;1;0,7692308;;;;1,269231;;;;;;;0;0,5;0,7692308
2,611111;1;1,111111;0,5;;;;;;;1,928571;;;;0,5;1,428571;0;;;;2,066667;;;;;;;1;0,4;0,6666667
1,575758;0,6666667;0,9090909;0;;;;;;;1,777778;;;;0,6666667;1,111111;0;;;;1,828571;;;;;;;1,428571;0,4;0
0,7692308;0;0,7692308;0;;;;;;;1,909091;;;;1;0,9090909;0;;;;2,277778;;;;;;;1,111111;0,5;0,6666667
2;0,6666667;0,6666667;0,6666667;;;;;;;2,095238;;;;1,428571;0;0,6666667;;;;1,742424;;;;;;;0,9090909;0,5;0,3333333
1,588235;0,5;0,5882353;0,5;;;;;;;1,777778;;;;1,111111;0;0,6666667;;;;1,721612;;;;;;;0,7692308;0,2857143;0,6666667
1,359649;0,3333333;0,5263158;0,5;;;;;;;1,909091;;;;0,9090909;0;1;;;;1,666667;;;;;;;0,6666667;0,5;0,5
1,976191;0,5;0,4761905;1;;;;;;;2,428571;;;;0;1;1,428571;;;;1,988235;;;;;;;0,5882353;0,4;1
1,428571;0;0;1,428571;;;;;;;2,611111;;;;0,5;1;1,111111;;;;1,828571;;;;;;;0;0,4;1,428571
2,511111;1;0,4;1,111111;;;;;;;2,242424;;;;0,6666667;0,6666667;0,9090909;;;;2,011111;;;;;;;0,4;0,5;1,111111
1,809091;0,5;0,4;0,9090909;;;;;;;1,935897;;;;0,5;0,6666667;0,7692308;;;;1,709091;;;;;;;0,4;0,4;0,9090909
1,835897;0,6666667;0,4;0,7692308;;;;;;;2,066667;;;;1;0,4;0,6666667;;;;1,569231;;;;;;;0,4;0,4;0,7692308
1,466667;0,4;0,4;0,6666667;;;;;;;1,714286;;;;1,428571;0,2857143;0;;;;1,666667;;;;;;;0,5;0,5;0,6666667
1,207283;0,2857143;0,3333333;0,5882353;;;;;;;2,777778;;;;1,111111;1;0,6666667;;;;1,588235;;;;;;;0,5;0,5;0,5882353
0,9263158;;0,4;0,5263158;;;;;;;2,075758;;;;0,9090909;0,6666667;0,5;;;;1,359649;;;;;;;0,3333333;0,5;0,5263158
0,4761905;;0;0,4761905;;;;;;;2,102564;;;;0,7692308;0,6666667;0,6666667;;;;1,642857;;;;;;;0,5;0,6666667;0,4761905
0,4347826;;0;0,4347826;;;;;;;1,666667;;;;0,6666667;0;1;;;;1,761905;;;;;;;0,3333333;1,428571;0
0,8;;0,4;0,4;;;;;;;1,428571;;;;0;;1,428571;;;;1,896825;;;;;;;0,2857143;1,111111;0,5
0,7703704;;0,4;0,3703704;;;;;;;1,611111;;;;0,5;;1,111111;;;;2,575758;;;;;;;0,6666667;0,9090909;1
1,428571;;1,428571;0;;;;;;;1,575758;;;;0,6666667;;0,9090909;;;;1,928571;;;;;;;0,5;0;1,428571
2,111111;;1,111111;1;;;;;;;1,269231;;;;0,5;;0,7692308;;;;2,444445;;;;;;;0,6666667;0,6666667;1,111111
1,575758;;0,9090909;0,6666667;;;;;;;1,666667;;;;1;;0,6666667;;;;1,809091;;;;;;;0,4;0,5;0,9090909
1,269231;;0,7692308;0,5;;;;;;;1,428571;;;;1,428571;;0;;;;2,185897;0,5833334;;;;;;0,3333333;0,5;0,7692308
1,333333;;0,6666667;0,6666667;;;;;;;1,777778;;;;1,111111;;0,6666667;;;;2,212381;0,76;;;;;;0,2857143;0,5;0,6666667
1,088235;;0,5882353;0,5;;;;;;;1,575758;;;;0,9090909;;0,6666667;;;;2,152381;1,085714;;;;;;0,6666667;0,4;0
