2;10110010;5;01000000;8;11011011
2;10110010;5;01000000;8;11011011
1;10110011;5;01000000;8;11011011
1;10110011;4;01100000;8;11011011
1;10110011;4;01100000;6;10011011
1;10110011;4;01100000;6;10011011
1;10110011;3;01100001;6;10011011
1;10110011;3;01100001;6;10011011
1;10110011;3;01100001;6;10011011
1;10110011;5;01100011;6;10011011
2;10010011;5;01100011;8;10011001
2;10010011;5;01100011;8;10011001
2;10010011;5;01100011;8;10011001
2;10010011;5;01100011;8;10011001
2;10010011;3;01110011;8;10011001
2;10010011;3;01110011;8;10011001
2;10010011;3;01110011;8;10011001
2;10010011;3;01110011;8;10011001
2;10010011;3;01110011;7;11011011
2;10010011;5;01110111;7;11011011
2;10010011;5;01110111;7;11011011
1;00000000;5;01110111;8;11111011
1;00000000;5;01110111;8;11111011
1;00000000;5;01110111;8;11111011
1;00000000;3;01110110;8;11111011
1;00000000;3;01110110;8;11111011
1;00000000;3;01110110;0;01111011
1;00000000;3;01110110;0;01111011
1;00000000;3;01110110;0;01111011
1;00000000;3;01110110;0;01111011
1;00000000;3;01110110;0;01111011
2;00101010;5;01010111;8;01101011
2;00101010;5;01010111;8;01101011
2;00101010;5;01010111;8;01101011
1;01101010;5;01010111;0;01101111
1;01101010;3;01010011;0;01101111
1;01101010;3;01010011;0;01101111
2;01101011;3;01010011;6;01101101
2;01101011;3;01010011;6;01101101
2;01101011;5;01000011;6;01101101
1;01001011;5;01000011;0;00101101
1;01001011;5;01000011;0;00101101
1;01001011;5;01000011;0;00101101
1;01001011;5;01000011;0;00101101
2;01001010;5;01000011;0;00101101
2;01001010;3;01001010;0;00101101
2;01001010;3;01001010;7;01111101
2;01001010;3;01001010;7;01111101
2;01001010;3;01001010;7;01111101
1;00001010;3;01001010;6;01101101
1;00001010;3;01001010;6;01101101
1;00001010;3;01001010;6;01101101
1;00001010;3;01001010;6;01101101
1;00001010;5;11001001;6;01101101
1;00001010;5;11001001;8;01001101
1;00001010;5;11001001;8;01001101
1;00001010;5;11001001;8;01001101
2;01001010;5;11001001;8;01001101
2;01001010;3;11011001;8;01001101
2;01001010;3;11011001;8;01001101
1;00001010;3;11011001;7;01001111
1;00001010;5;11011000;7;01001111
1;00001010;5;11011000;7;01001111
1;00001010;5;11011000;7;01001111
1;00001010;3;11111000;7;01001111
1;00001010;3;11111000;7;01001111
1;00001010;3;11111000;6;01000101
1;00001010;3;11111000;6;01000101
1;00001010;3;11111000;6;01000101
1;00001010;3;11111000;6;01000101
2;00101010;5;01011000;8;01001101
2;00101010;5;01011000;8;01001101
2;00101010;5;01011000;8;01001101
2;00101010;5;01011000;7;01001001
2;00101010;5;01011000;7;01001001
2;00101010;5;01011000;7;01001001
2;00101010;3;01010000;7;01001001
2;00101010;3;01010000;7;01001001
2;00101010;3;01010000;7;01001001
1;00100110;0;01010100;4;00000001
1;00100110;0;01010100;4;00000001
1;00100110;0;01010100;4;00000001
1;00100110;0;01010100;4;00000001
1;00100110;0;01010100;8;00001001
1;00100110;0;01010100;8;00001001
2;10110110;0;01010100;8;00001001
2;10110110;3;01000100;8;00001001
2;10110110;3;01000100;8;00001001
1;10110010;3;01000100;8;00001001
1;10110010;0;01010100;8;00001001
1;10110010;0;01010100;8;00001001
1;10110010;0;01010100;6;00001100
2;11110010;3;01000100;6;00001100
2;11110010;3;01000100;6;00001100
2;11110010;3;01000100;6;00001100
2;11110010;3;01000100;5;01001100
1;11010010;3;01000100;5;01001100
