2;01010010;5;10101100;6;00101101
2;01010010;5;10101100;6;00101101
2;01010010;5;10101100;8;00100101
2;01010010;5;10101100;8;00100101
2;01010010;5;10101100;8;00100101
2;01010010;3;10111100;8;00100101
2;01010010;3;10111100;8;00100101
2;01010010;3;10111100;8;00100101
0;01010100;5;10011100;8;00100101
0;01010100;5;10011100;8;00100101
0;01010100;5;10011100;8;00100101
0;01010100;5;10011100;8;00100101
0;01010100;3;10111100;8;00100101
0;01010100;3;10111100;7;00110101
0;01010100;3;10111100;7;00110101
2;11010101;3;10111100;7;00110101
2;11010101;3;10111100;7;00110101
2;11010101;3;10111100;8;00010101
2;11010101;4;10100100;8;00010101
2;11010101;4;10100100;8;00010101
2;11010101;4;10100100;8;00010101
2;11010101;4;10100100;8;00010101
1;11010110;4;10100100;8;00010101
1;11010110;4;10100100;8;00010101
1;11010110;4;10100100;6;01000101
1;11010110;5;10010100;6;01000101
1;11010110;5;10010100;6;01000101
1;11010110;5;10010100;6;01000101
1;11010110;5;10010100;6;01000101
2;11010000;5;10010100;6;01000101
2;11010000;5;10010100;8;01010101
2;11010000;5;10010100;8;01010101
2;11010000;4;10011100;8;01010101
2;11010000;4;10011100;8;01010101
2;11010000;4;10011100;8;01010101
2;11010000;4;10011100;8;01010101
2;11010000;4;10011100;8;01010101
1;11001100;7;00011100;8;01010101
1;11001100;7;00011100;8;01010101
1;11001100;7;00011100;3;01101101
1;11001100;7;00011100;3;01101101
1;11001100;4;01011100;3;01101101
1;11001100;4;01011100;3;01101101
1;11001100;4;01011100;0;00101101
1;11001100;4;01011100;0;00101101
1;11001100;4;01011100;0;00101101
1;11001100;4;01011100;0;00101101
1;11001100;4;01011100;0;00101101
1;11001100;5;00011101;0;00101101
1;11001100;5;00011101;3;11101101
1;11001100;5;00011101;3;11101101
2;11110010;4;10011101;3;11101101
2;11110010;4;10011101;3;11101101
2;11110010;4;10011101;3;11101101
8;01110010;4;10011101;3;11101101
8;01110010;4;10011101;3;11101101
8;01110010;4;10011101;3;11101101
8;01110010;4;10011101;3;11101101
2;11110010;5;10011110;6;11010101
2;11110010;5;10011110;6;11010101
2;11110010;5;10011110;6;11010101
2;11110010;5;10011110;6;11010101
2;11110010;5;10011110;3;11011101
