0;0;1;2
2,161905;0,4;0,3333333;1,428571
2,277778;0,6666667;0,5;1,111111
1,742424;0,5;0,3333333;0,9090909
1,602564;0,3333333;0,5;0,7692308
1,666667;0,5;0,5;0,6666667
1,388235;0,4;0,4;0,5882353
1,692982;0,6666667;0,5;0,5263158
1,828571;1,428571;0,4;0
2,277778;1,111111;0,5;0,6666667
2,075758;0,9090909;0,5;0,6666667
2,769231;0,7692308;1;1
2,095238;0;0,6666667;1,428571
2,111111;0,5;0,5;1,111111
2,909091;1;1;0,9090909
2,095238;0,6666667;1,428571;0
2,777778;0,6666667;1,111111;1
2,075758;0,6666667;0,9090909;0,5
1,935897;0,5;0,7692308;0,6666667
2;0,3333333;0,6666667;1
1,761905;0,3333333;0;1,428571
1,777778;0,3333333;0,3333333;1,111111
1,909091;0,3333333;0,6666667;0,9090909
2,169231;1;0,4;0,7692308
2,095238;1,428571;0,6666667;0
2,444445;1,111111;0,6666667;0,6666667
2,242424;0,9090909;0,6666667;0,6666667
2,269231;0,7692308;1;0,5
2,095238;0;1,428571;0,6666667
2,277778;0,5;1,111111;0,6666667
1,909091;0,3333333;0,9090909;0,6666667
1,835897;0,4;0,7692308;0,6666667
1,733333;0,4;0,6666667;0,6666667
1,921569;0,6666667;0,5882353;0,6666667
1,828571;0,4;0;1,428571
2,511111;0,4;1;1,111111
1,975757;0,4;0,6666667;0,9090909
1,669231;0,4;0,5;0,7692308
2,166667;1;0,5;0,6666667
1,828571;1,428571;0,4;0
2,277778;1,111111;0,5;0,6666667
1,909091;0,9090909;0,3333333;0,6666667
2,169231;0,7692308;0,4;1
1,928571;0;0,5;1,428571
2,011111;0,5;0,4;1,111111
1,709091;0,4;0,4;0,9090909
2,102564;0,6666667;0,6666667;0,7692308
2,066667;1;0,4;0,6666667
1,928571;1,428571;0,5;0
2,777778;1,111111;1;0,6666667
1,909091;0,9090909;0,5;0,5
1,769231;0,7692308;0,5;0,5
1,452381;0,6666667;0,5;0,2857143
2,088235;0,5882353;1;0,5
2,095238;0;1,428571;0,6666667
